OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
21345;A000438106;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21346;A000438106;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21347;A000438143;A044S;GENERALI ITALIA S.P.A.
21348;A000438143;A055X;HDI ASSICURAZIONI S.P.A.
21349;A000438143;A077S;ZURICH INVESTMENTS LIFE S.P.A.
21350;A000438143;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21351;A000438143;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
21352;A000438143;A292S;HELVETIA ITALIA ASSICURAZIONI S.P.A.
21353;A000438143;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
21354;A000438143;A463S;ALLIANZ SOCIETA' PER AZIONI
21355;A000438143;A505S;UNIPOL ASSICURAZIONI S.P.A.
21356;A000438143;D866R;ZURICH INSURANCE EUROPE AG
21357;A000438143;D891R;AWP P&C S.A.
21358;A000438143;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
21359;A000438143;D962R;XL INSURANCE COMPANY SE
21360;A000438143;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
21361;A000438143;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
21362;A000438143;X497R;ZURICH INSURANCE COMPANY LTD
21363;A000438285;A044S;GENERALI ITALIA S.P.A.
21364;A000438285;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21365;A000438286;A135S;VITTORIA ASSICURAZIONI S.P.A.
21366;A000438354;A463S;ALLIANZ SOCIETA' PER AZIONI
21367;A000438356;A342S;UNISALUTE S.P.A.
21368;A000438356;A505S;UNIPOL ASSICURAZIONI S.P.A.
21369;A000438357;A044S;GENERALI ITALIA S.P.A.
21370;A000438357;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21371;A000438357;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21372;A000438362;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
21373;A000438463;A135S;VITTORIA ASSICURAZIONI S.P.A.
21374;A000438463;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21375;A000438507;A135S;VITTORIA ASSICURAZIONI S.P.A.
21376;A000438541;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
21377;A000438541;A294S;SARA VITA S.P.A.
21378;A000438559;A342S;UNISALUTE S.P.A.
21379;A000438559;A505S;UNIPOL ASSICURAZIONI S.P.A.
21380;A000438565;A044S;GENERALI ITALIA S.P.A.
21381;A000438565;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21382;A000438618;A044S;GENERALI ITALIA S.P.A.
21383;A000438618;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21384;A000438618;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21385;A000438657;A463S;ALLIANZ SOCIETA' PER AZIONI
21386;A000438657;D878R;ALLIANZ GLOBAL LIFE DAC
21387;A000438657;D891R;AWP P&C S.A.
21388;A000438667;A044S;GENERALI ITALIA S.P.A.
21389;A000438693;A037S;AXA ASSICURAZIONI S.P.A.
21390;A000438693;C399R;INTER PARTNER ASSISTANCE SA
21391;A000438693;D870R;AXA LIFE EUROPE DAC
21392;A000438693;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21393;A000438747;10251;DONAU VERSICHERUNG AG VIENNA INSURANCE GROUP
21394;A000438747;10400;MERKUR VERSICHERUNG AKTIENGESELLSCHAFT
21395;A000438747;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21396;A000438747;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21397;A000438747;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21398;A000438747;D857R;TIROLER VERSICHERUNG V.A.G
21399;A000438747;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21400;A000438747;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
21401;A000438763;A342S;UNISALUTE S.P.A.
21402;A000438763;A505S;UNIPOL ASSICURAZIONI S.P.A.
21403;A000438851;A055X;HDI ASSICURAZIONI S.P.A.
21404;A000438879;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21405;A000438879;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
21406;A000438879;D903R;AFI ESCA IARD
21407;A000438879;D906R;AFI ESCA
21408;A000439089;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
21409;A000439155;A463S;ALLIANZ SOCIETA' PER AZIONI
21410;A000439155;D878R;ALLIANZ GLOBAL LIFE DAC
21411;A000439155;D891R;AWP P&C S.A.
21412;A000439242;A044S;GENERALI ITALIA S.P.A.
21413;A000439242;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21414;A000439440;41056;AGRAM LIFE OSIGURANJE DD
21415;A000439440;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
21416;A000439440;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21417;A000439440;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
21418;A000439440;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
21419;A000439440;D969R;ADRIATIC OSIGURANJE D.D.
21420;A000439441;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21421;A000439677;A135S;VITTORIA ASSICURAZIONI S.P.A.
21422;A000439680;A044S;GENERALI ITALIA S.P.A.
21423;A000439680;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21424;A000439710;A037S;AXA ASSICURAZIONI S.P.A.
21425;A000439710;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21426;A000439710;A342S;UNISALUTE S.P.A.
21427;A000439710;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21428;A000439710;A463S;ALLIANZ SOCIETA' PER AZIONI
21429;A000439710;A505S;UNIPOL ASSICURAZIONI S.P.A.
21430;A000439732;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
21431;A000439732;A294S;SARA VITA S.P.A.
21432;A000439739;A055X;HDI ASSICURAZIONI S.P.A.
21433;A000439739;A213S;ATHORA ITALIA S.P.A.
21434;A000439871;A463S;ALLIANZ SOCIETA' PER AZIONI
21435;A000439871;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
21436;A000439871;D878R;ALLIANZ GLOBAL LIFE DAC
21437;A000439871;D891R;AWP P&C S.A.
21438;A000439871;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
21439;A000441240;A135S;VITTORIA ASSICURAZIONI S.P.A.
21440;A000441427;A037S;AXA ASSICURAZIONI S.P.A.
21441;A000441427;C399R;INTER PARTNER ASSISTANCE SA
21442;A000441432;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21443;A000441466;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21444;A000441508;A037S;AXA ASSICURAZIONI S.P.A.
21445;A000441508;C399R;INTER PARTNER ASSISTANCE SA
21446;A000441508;D866R;ZURICH INSURANCE EUROPE AG
21447;A000441508;D870R;AXA LIFE EUROPE DAC
21448;A000441508;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21449;A000441508;D962R;XL INSURANCE COMPANY SE
21450;A000441508;X497R;ZURICH INSURANCE COMPANY LTD
21451;A000441722;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
21452;A000442050;A037S;AXA ASSICURAZIONI S.P.A.
21453;A000442050;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21454;A000442050;C399R;INTER PARTNER ASSISTANCE SA
21455;A000442050;D870R;AXA LIFE EUROPE DAC
21456;A000442050;D962R;XL INSURANCE COMPANY SE
21457;A000442089;A342S;UNISALUTE S.P.A.
21458;A000442089;A505S;UNIPOL ASSICURAZIONI S.P.A.
21459;A000442100;A044S;GENERALI ITALIA S.P.A.
21460;A000442100;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21461;A000442100;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21462;A000442152;A055X;HDI ASSICURAZIONI S.P.A.
21463;A000442414;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21464;A000442574;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
21465;A000442574;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21466;A000442574;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21467;A000442574;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
21468;A000442836;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
21469;A000442836;A337S;NOBIS VITA S.P.A.
21470;A000442836;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21471;A000442836;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
21472;A000442836;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
21473;A000442836;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
21474;A000442836;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
21475;A000443608;A044S;GENERALI ITALIA S.P.A.
21476;A000443608;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21477;A000443608;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21478;A000443631;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
21479;A000443666;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
21480;A000443677;A077S;ZURICH INVESTMENTS LIFE S.P.A.
21481;A000443677;D866R;ZURICH INSURANCE EUROPE AG
21482;A000443677;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
21483;A000443677;X497R;ZURICH INSURANCE COMPANY LTD
21484;A000443691;A342S;UNISALUTE S.P.A.
21485;A000443691;A505S;UNIPOL ASSICURAZIONI S.P.A.
21486;A000443703;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21487;A000443703;A463S;ALLIANZ SOCIETA' PER AZIONI
21488;A000443703;D878R;ALLIANZ GLOBAL LIFE DAC
21489;A000443703;D891R;AWP P&C S.A.
21490;A000443767;A339S;CNP VITA ASSICURA S.P.A.
21491;A000443767;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21492;A000443767;A416S;COMPAGNIA ASSICURATRICE LINEAR S.P.A.
21493;A000443767;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
21494;A000443767;D969R;ADRIATIC OSIGURANJE D.D.
21495;A000443788;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
21496;A000443928;A135S;VITTORIA ASSICURAZIONI S.P.A.
21497;A000443984;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
21498;A000443984;A484S;TUTELA LEGALE S.P.A.
21499;A000443984;D952R;LLOYD'S INSURANCE COMPANY SA
21500;A000444073;A044S;GENERALI ITALIA S.P.A.
21501;A000444117;A135S;VITTORIA ASSICURAZIONI S.P.A.
21502;A000444168;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
21503;A000444168;A183S;ITAS VITA S.P.A.
21504;A000444250;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
21505;A000444250;A294S;SARA VITA S.P.A.
21506;A000444364;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
21507;A000444364;A294S;SARA VITA S.P.A.
21508;A000444621;A342S;UNISALUTE S.P.A.
21509;A000444621;A505S;UNIPOL ASSICURAZIONI S.P.A.
21510;A000444621;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21511;A000444801;A044S;GENERALI ITALIA S.P.A.
21512;A000444801;A055X;HDI ASSICURAZIONI S.P.A.
21513;A000444801;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21514;A000444801;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21515;A000444807;A044S;GENERALI ITALIA S.P.A.
21516;A000444877;A342S;UNISALUTE S.P.A.
21517;A000444877;A505S;UNIPOL ASSICURAZIONI S.P.A.
21518;A000444878;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21519;A000444878;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21520;A000444878;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
21521;A000444878;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
21522;A000444878;A472S;CF ASSICURAZIONI S.P.A. - COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA
21523;A000444878;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
21524;A000445010;A044S;GENERALI ITALIA S.P.A.
21525;A000445010;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21526;A000445011;A044S;GENERALI ITALIA S.P.A.
21527;A000445011;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21528;A000445011;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21529;A000445012;A484S;TUTELA LEGALE S.P.A.
21530;A000445015;A135S;VITTORIA ASSICURAZIONI S.P.A.
21531;A000445028;A342S;UNISALUTE S.P.A.
21532;A000445028;A505S;UNIPOL ASSICURAZIONI S.P.A.
21533;A000445058;A342S;UNISALUTE S.P.A.
21534;A000445058;A505S;UNIPOL ASSICURAZIONI S.P.A.
21535;A000445058;D846R;VEREINIGTE HAGELVERSICHERUNG VVAG
21536;A000445958;A342S;UNISALUTE S.P.A.
21537;A000445958;A505S;UNIPOL ASSICURAZIONI S.P.A.
21538;A000446033;A342S;UNISALUTE S.P.A.
21539;A000446033;A505S;UNIPOL ASSICURAZIONI S.P.A.
21540;A000446043;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21541;A000446043;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
21542;A000446045;A077S;ZURICH INVESTMENTS LIFE S.P.A.
21543;A000446045;D866R;ZURICH INSURANCE EUROPE AG
21544;A000446045;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21545;A000446045;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
21546;A000446045;X497R;ZURICH INSURANCE COMPANY LTD
21547;A000446170;A044S;GENERALI ITALIA S.P.A.
21548;A000446170;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21549;A000446170;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21550;A000446198;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
21551;A000446198;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21552;A000446198;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21553;A000446198;A183S;ITAS VITA S.P.A.
21554;A000446215;A044S;GENERALI ITALIA S.P.A.
21555;A000446215;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21556;A000446251;A044S;GENERALI ITALIA S.P.A.
21557;A000446251;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21558;A000446292;A463S;ALLIANZ SOCIETA' PER AZIONI
21559;A000446292;D878R;ALLIANZ GLOBAL LIFE DAC
21560;A000446292;D891R;AWP P&C S.A.
21561;A000446305;A044S;GENERALI ITALIA S.P.A.
21562;A000446305;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21563;A000446348;A044S;GENERALI ITALIA S.P.A.
21564;A000446348;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21565;A000446348;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21566;A000446413;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
21567;A000446458;A044S;GENERALI ITALIA S.P.A.
21568;A000446458;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21569;A000446611;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21570;A000446903;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
21571;A000446903;A183S;ITAS VITA S.P.A.
21572;A000446945;A342S;UNISALUTE S.P.A.
21573;A000446945;A505S;UNIPOL ASSICURAZIONI S.P.A.
21574;A000447213;A044S;GENERALI ITALIA S.P.A.
21575;A000447213;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21576;A000447213;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21577;A000447215;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
21578;A000447215;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
21579;A000447215;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21580;A000447215;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
21581;A000447215;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
21582;A000447215;A463S;ALLIANZ SOCIETA' PER AZIONI
21583;A000447215;A472S;CF ASSICURAZIONI S.P.A. - COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA
21584;A000447215;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
21585;A000447215;D969R;ADRIATIC OSIGURANJE D.D.
21586;A000447218;A135S;VITTORIA ASSICURAZIONI S.P.A.
21587;A000447334;A055X;HDI ASSICURAZIONI S.P.A.
21588;A000447368;A037S;AXA ASSICURAZIONI S.P.A.
21589;A000447368;A055X;HDI ASSICURAZIONI S.P.A.
21590;A000447368;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21591;A000447368;A077S;ZURICH INVESTMENTS LIFE S.P.A.
21592;A000447368;C399R;INTER PARTNER ASSISTANCE SA
21593;A000447368;D866R;ZURICH INSURANCE EUROPE AG
21594;A000447368;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
21595;A000447368;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
21596;A000447368;X497R;ZURICH INSURANCE COMPANY LTD
21597;A000447394;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
21598;A000447394;A463S;ALLIANZ SOCIETA' PER AZIONI
21599;A000447394;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
21600;A000447394;D878R;ALLIANZ GLOBAL LIFE DAC
21601;A000447394;D891R;AWP P&C S.A.
21602;A000447394;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
21603;A000447428;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
21604;A000447439;A044S;GENERALI ITALIA S.P.A.
21605;A000447439;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21606;A000447439;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21607;A000447575;A044S;GENERALI ITALIA S.P.A.
21608;A000447575;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21609;A000447575;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21610;A000447591;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21611;A000447591;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21612;A000447591;A463S;ALLIANZ SOCIETA' PER AZIONI
21613;A000448629;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
21614;A000448710;A037S;AXA ASSICURAZIONI S.P.A.
21615;A000448710;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
21616;A000448710;D870R;AXA LIFE EUROPE DAC
21617;A000448710;D962R;XL INSURANCE COMPANY SE
21618;A000448860;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
21619;A000448942;A342S;UNISALUTE S.P.A.
21620;A000448942;A505S;UNIPOL ASSICURAZIONI S.P.A.
21621;A000449022;A044S;GENERALI ITALIA S.P.A.
21622;A000449022;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21623;A000449106;A055X;HDI ASSICURAZIONI S.P.A.
21624;A000449204;A044S;GENERALI ITALIA S.P.A.
21625;A000449204;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21626;A000449204;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21627;A000449220;A342S;UNISALUTE S.P.A.
21628;A000449220;A505S;UNIPOL ASSICURAZIONI S.P.A.
21629;A000449290;A342S;UNISALUTE S.P.A.
21630;A000449290;A505S;UNIPOL ASSICURAZIONI S.P.A.
21631;A000449435;A044S;GENERALI ITALIA S.P.A.
21632;A000449435;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
21633;A000449435;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21634;A000449467;A037S;AXA ASSICURAZIONI S.P.A.
21635;A000449467;C399R;INTER PARTNER ASSISTANCE SA
21636;A000449648;A044S;GENERALI ITALIA S.P.A.
21637;A000449648;A113C;GENERTEL S.P.A.
21638;A000449648;A390S;EUROP ASSISTANCE ITALIA S.P.A.
21639;A000449690;A342S;UNISALUTE S.P.A.
21640;A000449690;A390S;EUROP ASSISTANCE ITALIA S.P.A.
